months,rev_Mean,mou_Mean,totcalls,eqpdays,rev_per_minute,calls_per_month,eqp_age_index,custcare_Mean,drop_vce_Mean,blck_vce_Mean,avgmou,avgrev,prob_churn,churn_pred
14,55.1375,223.0,1076,395.0,0.2461495535714286,71.73333333333333,26.333333333333332,0.0,3.333333333,0.0,226.42,58.29,0.5513428,1
12,53.215,844.5,3342,9.0,0.0629390892962744,257.0769230769231,0.6923076923076923,1.0,4.666666667,0.0,739.73,57.54,0.37037858,1
14,39.8475,438.75,1840,29.0,0.09061398521887436,122.66666666666667,1.9333333333333333,6.0,8.666666667,0.0,443.83,46.12,0.38466966,1
27,29.99,57.25,437,418.0,0.5148497854077253,15.607142857142858,14.928571428571429,0.0,0.0,0.333333333,45.76,29.23,0.45074365,1
13,160.0575,2017.25,9026,74.0,0.07930509104422148,644.7142857142857,5.285714285714286,0.333333333,5.666666667,51.0,1488.67,127.78,0.53028834,1
17,70.6475,1208.25,7222,24.0,0.058422575976845144,401.22222222222223,1.3333333333333333,1.333333333,37.33333333,1.0,1264.69,79.44,0.37519392,1
45,19.845,137.75,16008,500.0,0.14302702702702702,348.0,10.869565217391305,0.666666667,0.333333333,0.0,579.52,59.23,0.6933865,1
33,176.5275,986.75,8360,202.0,0.17871678056188306,245.88235294117646,5.9411764705882355,0.0,2.333333333,1.0,1202.83,168.05,0.4186935,1
15,51.275,66.25,368,442.0,0.762453531598513,23.0,27.625,0.0,0.666666667,0.0,116.54,50.81,0.4911104,1
12,54.08,626.0,2427,348.0,0.08625199362041468,186.69230769230768,26.76923076923077,16.66666667,0.666666667,0.666666667,714.18,68.02,0.5301597,1
26,30.2375,24.0,257,782.0,1.2095,9.518518518518519,28.962962962962962,0.0,0.0,0.666666667,30.4,30.76,0.4200153,1
9,37.405,706.75,1635,221.0,0.05285058283292123,163.5,22.1,0.0,3.0,9.333333333,433.71,61.81,0.27392182,0
11,10.09,310.75,654,247.0,0.03236567762630313,54.5,20.583333333333332,0.0,1.333333333,5.333333333,325.22,13.13,0.49628818,1
37,37.5,174.75,6553,1112.0,0.21337126600284495,172.44736842105263,29.263157894736842,0.333333333,2.666666667,1.0,461.33,56.13,0.6811425,1
7,75.055,349.75,1113,219.0,0.213984319315752,139.125,27.375,1.0,3.666666667,1.333333333,373.5,70.43,0.3208207,0
17,117.5675,855.75,3335,409.0,0.13722497811496936,185.27777777777777,22.72222222222222,14.0,55.0,15.0,686.19,75.0,0.6353285,1
22,50.4775,458.5,4439,217.0,0.10985310119695321,193.0,9.434782608695652,2.333333333,5.0,0.333333333,422.29,53.29,0.39630964,1
6,52.3925,376.0,335,186.0,0.13897214854111406,47.857142857142854,26.571428571428573,1.333333333,3.0,1.0,260.6,44.07,0.3393865,0
21,89.1775,744.0,9642,347.0,0.11970134228187919,438.27272727272725,15.772727272727273,0.0,8.333333333,0.0,1152.4,124.54,0.5133393,1
6,56.94,745.25,1589,164.0,0.07630150753768844,227.0,23.428571428571427,0.0,4.0,0.0,707.6,54.13,0.33458105,0
13,70.7125,766.25,4891,373.0,0.09216357119582927,349.35714285714283,26.642857142857142,19.66666667,12.66666667,2.666666667,922.17,78.67,0.4852766,1
24,86.635,554.5,4464,739.0,0.15595859585958596,178.56,29.56,0.0,8.0,4.666666667,425.57,64.39,0.6570556,1
21,59.3525,434.25,2086,627.0,0.1363641585295807,94.81818181818181,28.5,0.666666667,7.0,0.0,388.69,43.53,0.57684034,1
12,31.5575,174.5,779,376.0,0.17981481481481482,59.92307692307692,28.923076923076923,0.0,0.666666667,3.666666667,167.27,30.63,0.48271468,1
25,45.395,83.25,1106,755.0,0.538813056379822,42.53846153846154,29.03846153846154,0.0,1.666666667,0.0,83.48,26.45,0.6555553,1
33,35.53,187.25,1546,999.0,0.18873837981407704,45.470588235294116,29.38235294117647,0.0,0.666666667,2.333333333,130.5,30.12,0.5413692,1
23,32.25,259.5,2350,708.0,0.1238003838771593,97.91666666666667,29.5,0.0,1.666666667,1.666666667,296.95,51.87,0.51276016,1
15,31.62,197.25,1054,429.0,0.15949558638083228,65.875,26.8125,0.0,0.666666667,4.333333333,223.15,34.76,0.46341687,1
16,55.7375,634.5,2561,486.0,0.08770653029110936,150.64705882352942,28.58823529411765,0.0,8.333333333,1.666666667,744.67,71.99,0.5317945,1
29,34.99,316.75,4678,696.0,0.11011801730920535,155.93333333333334,23.2,10.33333333,7.333333333,2.0,336.46,38.73,0.63019997,1
38,53.31,208.75,2248,864.0,0.25415971394517284,57.64102564102564,22.153846153846153,2.0,1.333333333,0.0,144.64,36.03,0.5425167,1
22,38.1275,418.25,4181,658.0,0.09094215861657722,181.7826086956522,28.608695652173914,2.0,3.0,0.0,622.33,62.25,0.50519603,1
21,20.49,50.25,522,623.0,0.39980487804878045,23.727272727272727,28.318181818181817,0.0,1.666666667,0.0,39.16,12.59,0.5614457,1
7,112.6025,1837.25,3913,201.0,0.06125526995784034,489.125,25.125,0.0,13.66666667,12.33333333,1795.83,151.41,0.36078906,1
19,41.0475,165.75,3047,395.0,0.24616191904047977,152.35,19.75,2.333333333,5.333333333,0.0,280.06,44.99,0.6463813,1
11,53.855,736.0,1863,334.0,0.07307327001356852,155.25,27.833333333333332,0.0,0.0,0.0,761.56,54.63,0.6322208,1
18,71.975,572.0,2324,145.0,0.1256108202443281,122.3157894736842,7.631578947368421,0.0,11.0,18.33333333,404.29,55.97,0.5229826,1
25,48.0275,708.0,7546,256.0,0.06773977433004232,290.2307692307692,9.846153846153847,10.33333333,11.33333333,44.0,582.04,59.71,0.4331856,1
16,39.8,402.5,713,471.0,0.09863692688971498,41.94117647058823,27.705882352941178,0.0,1.0,1.0,216.29,39.72,0.3738742,1
16,73.58,511.5,918,491.0,0.14357073170731707,54.0,28.88235294117647,0.333333333,7.0,5.0,307.93,26.43,0.6448444,1
7,50.7075,473.25,1358,211.0,0.10692145492883501,169.75,26.375,0.666666667,8.666666667,2.333333333,560.33,52.19,0.28856775,0
11,43.5375,1410.75,4017,308.0,0.030839383743580664,334.75,25.666666666666668,14.0,34.66666667,10.0,1238.8,47.65,0.6592821,1
14,10.0,0.0,810,406.0,10.0,54.0,27.066666666666666,0.0,0.333333333,0.0,113.92,13.88,0.86548746,1
7,50.08,415.0,1116,225.0,0.12038461538461538,139.5,28.125,1.666666667,10.0,1.333333333,410.83,50.21,0.2659831,0
12,46.0,757.75,6615,164.0,0.06062602965403625,508.84615384615387,12.615384615384615,3.0,6.333333333,15.66666667,1333.4,145.93,0.5787997,1
13,87.69,1089.0,3614,393.0,0.08044954128440367,258.14285714285717,28.071428571428573,1.0,15.66666667,1.333333333,1059.5,78.21,0.5857065,1
17,15.425,187.25,868,504.0,0.08193891102257636,48.22222222222222,28.0,0.0,0.666666667,2.0,113.07,13.85,0.47392035,1
19,51.6225,169.0,826,587.0,0.30366176470588235,41.3,29.35,0.0,4.333333333,0.666666667,108.94,40.14,0.56731,1
8,18.1725,0.0,9,232.0,18.1725,1.0,25.77777777777778,0.0,0.0,0.0,1.83,24.29,0.6231831,1
12,28.205,449.0,1901,371.0,0.06267777777777778,146.23076923076923,28.53846153846154,1.666666667,8.0,1.0,299.73,31.21,0.60695624,1
15,69.135,594.25,2107,453.0,0.1161444771104578,131.6875,28.3125,0.0,4.0,1.333333333,540.31,65.69,0.5474317,1
12,37.0525,225.5,956,336.0,0.1635871964679912,73.53846153846153,25.846153846153847,0.666666667,0.666666667,1.333333333,283.1,36.33,0.61014724,1
29,35.0875,172.0,1121,810.0,0.2028179190751445,37.36666666666667,27.0,0.0,1.666666667,1.0,156.89,36.39,0.5173533,1
32,46.1425,542.0,14784,163.0,0.08497697974217311,448.0,4.9393939393939394,0.0,13.66666667,1.0,636.73,64.5,0.47384816,1
11,30.0775,232.75,1051,217.0,0.12867379679144386,87.58333333333333,18.083333333333332,0.0,2.666666667,3.666666667,215.8,36.35,0.5890864,1
15,23.4875,14.0,93,440.0,1.5658333333333334,5.8125,27.5,0.0,2.666666667,0.333333333,10.07,22.16,0.55972606,1
17,17.275,674.25,2011,491.0,0.02558311736393928,111.72222222222223,27.27777777777778,0.0,0.0,2.0,390.69,15.15,0.4520611,1
21,37.585,100.5,943,645.0,0.37029556650246304,42.86363636363637,29.318181818181817,0.0,2.0,0.333333333,153.9,33.55,0.55523247,1
31,16.99,0.0,351,921.0,16.99,10.96875,28.78125,0.0,0.0,0.0,15.52,19.2,0.74585193,1
16,63.2,477.0,2774,494.0,0.13221757322175734,163.1764705882353,29.058823529411764,7.666666667,2.0,4.0,397.07,54.25,0.48704496,1
23,50.2375,716.75,7287,180.0,0.06999303378613723,303.625,7.5,0.0,0.0,0.0,1151.95,103.82,0.42847303,1
27,75.5025,1400.75,6978,792.0,0.05386302835741038,249.21428571428572,28.285714285714285,4.0,3.666666667,29.66666667,956.12,83.95,0.41620383,1
14,67.825,674.5,2652,412.0,0.10040710584752036,176.8,27.466666666666665,2.666666667,5.0,0.333333333,800.38,59.48,0.51871556,1
23,116.6,1716.25,10691,618.0,0.06789925753384772,445.4583333333333,25.75,1.0,23.33333333,1.666666667,1219.76,112.0,0.43750656,1
31,30.84,110.6666667,453,949.0,0.2761791043951704,14.15625,29.65625,0.666666667,1.333333333,0.333333333,118.93,31.62,0.48743358,1
31,61.76,595.0,3856,294.0,0.1036241610738255,120.5,9.1875,2.0,4.666666667,3.333333333,305.77,57.3,0.35178664,0
24,50.2925,131.75,3990,76.0,0.37885122410546135,159.6,3.04,0.0,0.0,4.0,322.45,52.84,0.48026097,1
22,68.265,226.0,1665,672.0,0.30072687224669603,72.3913043478261,29.217391304347824,0.0,1.666666667,2.666666667,153.55,44.82,0.57900774,1
29,52.3675,239.25,3620,728.0,0.21797086368366286,120.66666666666667,24.266666666666666,1.333333333,8.666666667,1.333333333,400.52,68.29,0.63817483,1
23,33.24,139.75,2316,672.0,0.23616341030195384,96.5,28.0,1.0,4.0,0.666666667,399.52,54.56,0.67795825,1
19,30.1975,212.75,1963,554.0,0.1412748538011696,98.15,27.7,0.0,1.666666667,0.666666667,346.94,68.09,0.55756646,1
32,30.51,19.33333333,168,985.0,1.500491803524671,5.090909090909091,29.848484848484848,0.0,1.333333333,0.0,14.43,30.31,0.45083523,1
35,33.51,10.75,172,1060.0,2.851914893617021,4.777777777777778,29.444444444444443,0.0,0.0,0.0,11.29,32.83,0.4596555,1
21,56.785,640.0,3524,610.0,0.08858814352574103,160.1818181818182,27.727272727272727,0.0,2.0,13.66666667,774.26,80.35,0.49026513,1
18,31.2825,46.25,799,536.0,0.662063492063492,42.05263157894737,28.210526315789473,0.0,1.666666667,1.0,112.94,34.47,0.58221084,1
10,53.22,738.75,2140,224.0,0.07194322406218318,194.54545454545453,20.363636363636363,1.0,14.0,2.333333333,701.13,52.58,0.35628217,1
7,56.7625,249.5,820,206.0,0.22659680638722557,102.5,25.75,0.0,1.333333333,2.0,429.5,67.83,0.3284255,0
33,35.0275,133.75,1881,210.0,0.25994434137291283,55.3235294117647,6.176470588235294,0.0,2.666666667,0.333333333,107.56,37.05,0.37567914,1
17,75.8575,966.75,3763,489.0,0.07838543012141566,209.05555555555554,27.166666666666668,3.0,11.33333333,0.0,921.2,90.51,0.46063542,1
11,50.495,639.75,2059,346.0,0.0788060866172454,171.58333333333334,28.833333333333332,27.0,3.333333333,1.666666667,546.6,69.59,0.5520787,1
17,54.8775,232.75,1917,516.0,0.23477005347593582,106.5,28.666666666666668,0.333333333,0.333333333,4.666666667,188.81,41.57,0.5232137,1
16,34.7525,136.5,1320,485.0,0.25274545454545455,77.6470588235294,28.529411764705884,0.0,2.0,1.333333333,169.6,38.68,0.564185,1
47,34.79,76.0,2380,641.0,0.4518181818181818,49.583333333333336,13.354166666666666,0.0,1.333333333,0.0,69.98,32.52,0.5133238,1
25,72.205,236.0,2222,359.0,0.30466244725738395,85.46153846153847,13.807692307692308,0.0,0.333333333,3.0,210.48,58.55,0.5234655,1
14,39.785,919.5,2319,140.0,0.04322107550244432,154.6,9.333333333333334,8.666666667,5.0,0.0,673.75,46.48,0.41932717,1
22,32.9375,73.75,1577,643.0,0.4406354515050167,68.56521739130434,27.956521739130434,0.666666667,0.333333333,0.333333333,164.14,36.73,0.6530487,1
28,51.41,476.25,2846,386.0,0.10772132006286013,98.13793103448276,13.310344827586206,0.0,4.333333333,1.0,433.06,45.74,0.50700366,1
17,29.9275,73.75,422,492.0,0.4003678929765886,23.444444444444443,27.333333333333332,1.0,1.0,0.0,63.25,27.45,0.45953998,1
8,141.345,382.5,703,245.0,0.3685658409387223,78.11111111111111,27.22222222222222,0.0,10.0,1.0,260.71,102.67,0.45915782,1
11,99.095,971.25,4249,13.0,0.10192337361789663,354.0833333333333,1.0833333333333333,1.666666667,4.0,5.666666667,967.3,77.72,0.51322395,1
22,75.0,518.0,3826,205.0,0.14450867052023122,166.34782608695653,8.91304347826087,0.0,4.0,0.333333333,546.1,88.83,0.43650934,1
21,160.2325,983.5,7620,34.0,0.16275520568816657,346.3636363636364,1.5454545454545454,0.0,6.0,24.66666667,1541.74,241.19,0.4665603,1
8,67.5125,450.75,565,234.0,0.14944659656889872,62.77777777777778,26.0,0.0,0.0,0.0,285.71,51.17,0.29067424,0
27,65.9425,401.0,2456,822.0,0.16403606965174128,87.71428571428571,29.357142857142858,0.0,2.333333333,9.333333333,283.64,48.39,0.60606366,1
11,322.4075,3331.25,10432,170.0,0.09675369495085903,869.3333333333334,14.166666666666666,2.0,11.66666667,324.6666667,2594.9,184.34,0.54077756,1
16,56.55,622.75,2506,25.0,0.09066132264529057,147.41176470588235,1.4705882352941178,2.666666667,1.666666667,3.0,309.8,43.54,0.2746501,0
17,38.5925,358.5,1818,505.0,0.10735048678720445,101.0,28.055555555555557,2.666666667,3.333333333,0.333333333,293.44,42.55,0.5057522,1
18,37.2175,351.75,1802,536.0,0.10550673281360737,94.84210526315789,28.210526315789473,0.0,2.666666667,0.666666667,327.81,38.97,0.5206736,1
11,77.465,626.25,2191,345.0,0.1234994021522519,182.58333333333334,28.75,0.0,0.0,0.0,577.38,82.76,0.64846605,1
25,30.0,90.75,770,310.0,0.32697547683923706,29.615384615384617,11.923076923076923,0.0,0.666666667,4.0,68.53,34.33,0.42228037,1
43,30.765,139.75,4378,1298.0,0.21857904085257548,99.5,29.5,0.0,6.0,1.0,180.51,34.23,0.73004663,1
7,77.45,367.5,619,215.0,0.21017639077340572,77.375,26.875,0.0,9.0,1.0,352.83,72.51,0.35112113,0
7,35.305,443.5,1672,213.0,0.07942632170978628,209.0,26.625,5.333333333,6.666666667,0.333333333,651.17,61.67,0.25829324,0
41,26.69,48.0,342,1234.0,0.5446938775510204,8.142857142857142,29.38095238095238,0.0,0.333333333,1.0,23.56,23.98,0.54885715,1
50,112.555,1107.25,48680,96.0,0.10156101962553576,954.5098039215686,1.8823529411764706,0.0,2.666666667,14.0,1945.09,124.02,0.4100058,1
30,39.74,209.75,2994,905.0,0.188564650059312,96.58064516129032,29.193548387096776,0.0,6.333333333,0.0,180.76,40.6,0.63325274,1
20,30.59,140.5,1316,602.0,0.21618374558303888,62.666666666666664,28.666666666666668,0.0,3.666666667,4.666666667,174.84,30.7,0.5487306,1
42,77.58,375.5,3567,646.0,0.20605577689243026,82.95348837209302,15.023255813953488,0.0,6.333333333,1.333333333,224.83,52.68,0.60598004,1
13,268.42,1102.5,4025,341.0,0.2432442229270503,287.5,24.357142857142858,0.0,14.66666667,2.333333333,1069.5,227.95,0.71354026,1
15,29.99,154.25,1110,426.0,0.19317230273752012,69.375,26.625,0.0,0.0,0.0,168.5,37.44,0.49849227,1
16,50.485,342.25,2682,459.0,0.14707938820101965,157.76470588235293,27.0,0.0,0.0,0.0,647.93,73.1,0.60605717,1
14,49.445,471.5,2542,313.0,0.10464550264550265,169.46666666666667,20.866666666666667,8.0,1.0,5.0,476.92,67.88,0.46907485,1
6,30.11,366.5,763,183.0,0.08193197278911564,109.0,26.142857142857142,0.0,27.33333333,2.333333333,343.4,26.93,0.3601474,1
21,30.2475,35.75,252,626.0,0.8230612244897959,11.454545454545455,28.454545454545453,0.0,0.666666667,0.333333333,48.23,31.26,0.42102855,1
23,37.365,77.0,1084,195.0,0.4790384615384616,45.166666666666664,8.125,0.0,2.333333333,0.666666667,131.73,52.2,0.46045992,1
12,34.99,253.75,932,77.0,0.1373503434739941,71.6923076923077,5.923076923076923,0.0,0.333333333,7.666666667,196.36,35.22,0.4778636,1
25,86.4775,535.25,5965,322.0,0.16126340326340327,229.42307692307693,12.384615384615385,0.0,8.333333333,1.666666667,682.67,104.01,0.56002337,1
24,61.3025,324.0,3516,742.0,0.18862307692307692,140.64,29.68,1.666666667,3.0,9.333333333,570.09,93.93,0.58865815,1
37,37.6,946.0,3312,735.0,0.03970432946145724,87.15789473684211,19.342105263157894,4.333333333,3.333333333,1.0,397.71,33.25,0.4067342,1
10,10.165,2.75,81,312.0,2.7106666666666666,7.363636363636363,28.363636363636363,0.0,0.0,0.0,16.11,23.0,0.6238224,1
14,32.5575,315.0,995,397.0,0.10303006329113923,66.33333333333333,26.466666666666665,0.0,0.0,0.0,294.58,40.9,0.44652206,1
14,34.8875,643.5,2110,439.0,0.054131109387121804,140.66666666666666,29.266666666666666,0.0,7.666666667,1.0,436.08,28.44,0.55297846,1
11,74.9725,1655.75,5921,176.0,0.04525275388561943,493.4166666666667,14.666666666666666,2.333333333,11.66666667,1.0,1672.3,88.2,0.5497841,1
11,39.465,648.0,2230,315.0,0.060808936825885986,185.83333333333334,26.25,8.333333333,8.666666667,1.0,838.7,42.48,0.6837169,1
28,74.99,1337.75,7919,473.0,0.05601493930905695,273.0689655172414,16.310344827586206,0.666666667,3.333333333,38.0,1140.89,88.39,0.4456868,1
53,32.4975,295.0,2420,181.0,0.10978885135135136,44.81481481481482,3.3518518518518516,3.0,8.666666667,0.0,119.88,25.7,0.27850693,0
17,158.895,1011.5,2276,509.0,0.15693333333333334,126.44444444444444,28.27777777777778,0.333333333,4.333333333,8.0,455.31,89.79,0.57204545,1
16,34.0875,221.75,1416,369.0,0.15303030303030302,83.29411764705883,21.705882352941178,0.0,0.666666667,23.33333333,191.53,33.77,0.49330115,1
11,34.99,0.0,1563,332.0,34.99,130.25,27.666666666666668,0.0,0.0,0.0,314.3,89.97,0.8403201,1
20,19.99,0.0,4450,285.0,19.99,211.9047619047619,13.571428571428571,0.0,0.0,0.0,504.37,73.8,0.7729041,1
34,52.1375,372.0,3674,1028.0,0.13977882037533512,104.97142857142858,29.37142857142857,0.0,1.0,0.666666667,385.0,54.36,0.5333765,1
16,42.19,907.0,2625,465.0,0.0464647577092511,154.41176470588235,27.352941176470587,3.333333333,8.666666667,9.666666667,638.93,50.22,0.4657685,1
9,172.0725,967.0,1639,247.0,0.177760847107438,163.9,24.7,0.666666667,4.333333333,6.666666667,882.75,121.15,0.41805583,1
34,56.065,559.25,7724,190.0,0.10007139669790271,220.68571428571428,5.428571428571429,0.333333333,7.333333333,0.0,502.09,53.4,0.3826216,1
8,44.9925,673.5,2467,155.0,0.066704966641957,274.1111111111111,17.22222222222222,9.0,3.333333333,14.0,944.17,128.88,0.3266172,0
51,90.2975,1488.75,20235,734.0,0.060612518879006545,389.13461538461536,14.115384615384615,0.0,17.33333333,7.0,1434.41,88.68,0.4845955,1
19,117.1175,1809.0,4929,131.0,0.06470580110497239,246.45,6.55,3.666666667,16.33333333,0.333333333,873.0,82.0,0.35776338,1
23,45.4225,161.5,1257,682.0,0.27952307692307693,52.375,28.416666666666668,4.0,4.666666667,0.666666667,211.14,46.62,0.5561211,1
10,38.665,446.5,982,294.0,0.08640223463687151,89.27272727272727,26.727272727272727,0.0,0.0,19.0,597.44,52.5,0.33381632,0
10,54.2375,1182.25,2943,281.0,0.04583773505176421,267.54545454545456,25.545454545454547,20.33333333,10.0,6.666666667,1260.67,55.01,0.27985728,0
27,86.09,1393.25,6002,161.0,0.0617464586695356,214.35714285714286,5.75,4.0,13.33333333,31.66666667,722.91,79.64,0.3592944,1
10,155.3625,2109.5,1402,299.0,0.07361407249466952,127.45454545454545,27.181818181818183,10.33333333,15.0,7.333333333,910.56,90.59,0.45977622,1
17,33.9525,391.5,2782,510.0,0.0865031847133758,154.55555555555554,28.333333333333332,3.333333333,7.0,1.333333333,358.69,38.36,0.5124376,1
9,99.1225,2549.25,2554,252.0,0.03886775806293501,255.4,25.2,3.333333333,38.66666667,7.0,2701.38,108.57,0.35405514,1
47,35.57,46.25,5061,1046.0,0.7528042328042328,105.4375,21.791666666666668,0.0,0.333333333,0.0,383.96,58.52,0.7495025,1
6,46.425,781.5,1759,182.0,0.059329073482428114,251.28571428571428,26.0,1.666666667,4.666666667,36.0,816.0,52.33,0.38263693,1
21,35.14,172.75,358,106.0,0.20224460431654676,16.272727272727273,4.818181818181818,0.0,0.0,0.0,59.95,33.37,0.31440568,0
13,37.99,1.75,12,393.0,13.814545454545454,0.8571428571428571,28.071428571428573,0.0,0.0,0.0,2.42,37.09,0.63206315,1
9,31.3025,661.0,1231,266.0,0.047284743202416914,123.1,26.6,0.666666667,9.333333333,0.666666667,1121.75,40.53,0.31004316,0
6,61.9225,662.5,1021,132.0,0.09332705350414469,145.85714285714286,18.857142857142858,0.666666667,6.0,2.333333333,541.6,55.99,0.3982283,1
30,19.99,17.5,8247,327.0,1.0805405405405404,266.03225806451616,10.548387096774194,0.0,0.0,0.0,646.57,72.84,0.7622913,1
25,70.8925,809.25,4382,210.0,0.08749460043196544,168.53846153846155,8.076923076923077,6.0,2.666666667,0.333333333,495.08,49.31,0.38331163,1
6,36.25,733.75,925,186.0,0.04933650901667234,132.14285714285714,26.571428571428573,5.333333333,0.666666667,3.666666667,871.4,36.25,0.318992,0
38,29.99,41.0,496,489.0,0.714047619047619,12.717948717948717,12.538461538461538,0.0,0.666666667,0.0,36.28,20.96,0.42890385,1
12,177.0075,1316.25,4858,353.0,0.13437654203833743,373.6923076923077,27.153846153846153,2.333333333,15.0,13.0,1534.91,211.48,0.64259565,1
31,31.1175,115.75,1062,953.0,0.26653104925053533,33.1875,29.78125,0.0,0.0,0.0,85.93,31.81,0.60171443,1
51,97.8475,793.5,14422,26.0,0.12315607300188798,277.34615384615387,0.5,0.0,7.0,7.0,949.04,99.38,0.32041293,0
11,44.4825,166.0,316,335.0,0.2663622754491018,26.333333333333332,27.916666666666668,0.333333333,2.333333333,0.0,109.1,40.11,0.60931176,1
16,20.1125,283.75,1107,478.0,0.07063213345039508,65.11764705882354,28.11764705882353,0.666666667,2.0,2.666666667,155.53,12.51,0.50048465,1
11,34.99,330.75,1450,321.0,0.10547098718914846,120.83333333333333,26.75,0.0,7.0,1.0,338.3,46.67,0.66512215,1
14,66.085,784.0,3211,405.0,0.08418471337579617,214.06666666666666,27.0,2.0,11.0,8.0,687.31,56.44,0.51793975,1
27,86.11,1397.0,9795,185.0,0.06159513590844063,349.82142857142856,6.607142857142857,1.333333333,24.66666667,4.0,1229.08,116.01,0.35976207,1
27,51.4525,510.0,4335,425.0,0.10068982387475538,154.82142857142858,15.178571428571429,0.0,6.666666667,3.666666667,532.56,66.65,0.52195555,1
25,85.52,849.5,5100,393.0,0.10055261610817166,196.15384615384616,15.115384615384615,0.0,0.0,0.0,708.78,89.0,0.44953272,1
22,17.2825,3.25,39,654.0,4.066470588235294,1.6956521739130435,28.434782608695652,0.0,0.0,0.0,2.67,17.25,0.3918166,1
12,38.08,143.75,1091,242.0,0.26307426597582034,83.92307692307692,18.615384615384617,2.0,0.666666667,0.666666667,210.2,51.39,0.59000486,1
16,233.73,988.25,6549,69.0,0.2362699014404852,385.2352941176471,4.0588235294117645,0.0,14.0,2.0,1151.4,194.08,0.5386385,1
11,34.99,207.5,902,334.0,0.16781774580335732,75.16666666666667,27.833333333333332,0.666666667,1.333333333,1.666666667,241.3,37.34,0.59923124,1
18,76.795,670.25,3790,62.0,0.11440595903165736,199.47368421052633,3.263157894736842,0.666666667,6.333333333,4.333333333,584.59,105.71,0.37714165,1
9,71.1025,627.75,2144,271.0,0.1130854870775348,214.4,27.1,0.0,2.333333333,2.666666667,720.75,77.14,0.30268213,0
19,122.92,729.5,3697,553.0,0.16826830937713894,184.85,27.65,0.0,8.0,0.666666667,586.78,85.63,0.58071786,1
11,54.4325,375.25,450,321.0,0.14467109634551495,37.5,26.75,2.333333333,9.666666667,0.666666667,201.67,52.56,0.61719114,1
17,32.2425,211.5,265,102.0,0.1517294117647059,14.722222222222221,5.666666666666667,0.0,0.333333333,0.0,154.63,32.79,0.35019702,0
13,59.23,1624.5,3491,391.0,0.03643801907105506,249.35714285714286,27.928571428571427,0.0,14.33333333,12.66666667,1345.33,54.2,0.6045521,1
26,66.7475,566.25,3921,304.0,0.11766857646540327,145.22222222222223,11.25925925925926,0.333333333,2.333333333,13.0,347.96,51.66,0.4336712,1
28,27.77,47.0,538,471.0,0.5785416666666666,18.551724137931036,16.24137931034483,0.0,0.0,0.0,43.88,29.1,0.5339751,1
8,53.8275,513.0,894,256.0,0.1047227626459144,99.33333333333333,28.444444444444443,2.0,4.0,4.0,620.43,51.61,0.28965378,0
22,93.6275,568.5,3371,678.0,0.16440298507462686,146.56521739130434,29.47826086956522,0.0,3.0,16.33333333,564.05,78.95,0.5946419,1
12,41.54,267.25,2094,338.0,0.15485554520037279,161.07692307692307,26.0,0.0,12.66666667,8.333333333,684.73,60.42,0.74618405,1
30,41.3525,273.0,5611,508.0,0.15092153284671533,181.0,16.387096774193548,0.0,5.333333333,0.0,291.59,55.78,0.57575476,1
29,37.16,184.5,1819,893.0,0.20032345013477088,60.63333333333333,29.766666666666666,0.0,6.333333333,1.0,228.5,41.59,0.683857,1
13,38.89,99.75,1796,146.0,0.38600496277915636,128.28571428571428,10.428571428571429,0.666666667,0.0,0.666666667,434.75,55.95,0.6939437,1
16,30.0975,59.75,315,467.0,0.4954320987654321,18.529411764705884,27.470588235294116,0.0,1.0,0.0,63.33,30.32,0.44001916,1
38,91.7075,550.5,6709,661.0,0.1662873980054397,172.02564102564102,16.94871794871795,0.0,4.333333333,4.0,569.86,85.04,0.5383434,1
35,34.99,140.5,1815,1044.0,0.24727915194346292,50.416666666666664,29.0,0.0,0.333333333,1.0,125.0,35.82,0.5648577,1
48,88.7825,617.0,6805,340.0,0.14366100323624595,138.87755102040816,6.938775510204081,3.666666667,13.33333333,0.333333333,355.57,48.76,0.48274347,1
11,53.2075,356.75,1691,339.0,0.14872816212438855,140.91666666666666,28.25,0.333333333,4.0,1.0,345.3,59.41,0.6504179,1
14,50.44,57.5,764,418.0,0.8622222222222222,50.93333333333333,27.866666666666667,0.0,0.666666667,2.333333333,194.23,52.07,0.6001837,1
14,55.8475,603.75,1543,307.0,0.09234807771806532,102.86666666666666,20.466666666666665,6.0,1.0,1.0,674.88,73.41,0.45140573,1
12,50.7325,206.0,848,358.0,0.24508454106280195,65.23076923076923,27.53846153846154,0.0,10.0,1.333333333,227.27,54.76,0.6730038,1
34,28.05,485.0,6324,368.0,0.05771604938271605,180.68571428571428,10.514285714285714,0.0,2.333333333,0.666666667,417.41,35.96,0.5524855,1
23,35.295,83.75,1054,701.0,0.41646017699115045,43.916666666666664,29.208333333333332,0.0,2.0,0.333333333,106.86,32.92,0.57022977,1
26,83.9775,56.5,1218,28.0,1.4604782608695652,45.111111111111114,1.037037037037037,0.0,0.0,0.666666667,103.6,78.3,0.2861323,0
11,85.735,336.25,1690,329.0,0.25421793921423275,140.83333333333334,27.416666666666668,0.666666667,6.666666667,0.0,317.1,81.9,0.7029642,1
19,59.99,46.0,1917,570.0,1.2763829787234042,95.85,28.5,0.0,0.666666667,0.0,292.83,51.96,0.74594706,1
